Purchase_ID,Customer_ID,Amount
1514,45,9136.36
1515,92,2187.1
1516,136,8467.87
1517,109,2229.72
1518,22,9360.43
1519,151,9483.28
1520,198,8398.94
1521,35,9262.74
1522,127,6523.97
1523,100,5228.49
1524,80,3960.19
1525,128,8206.87
1526,10,6114.24
1527,127,8780.09
1528,59,5433
1529,44,4498.62
1530,73,8424.15
1531,7,9260.93
1532,167,2148.94
1533,104,4409.97
1534,188,2878.27
1535,194,3760.5
1536,91,2930.04
1537,67,6622.19
1538,60,645.41
1539,12,1953.25
1540,80,1124.5
1541,106,9869.5
1542,81,7118.05
1543,158,6606.33
1544,64,3963.21
1545,81,7302.47
1546,122,8778.26
1547,110,8352.52
1548,166,2561.32
1549,32,8119.72
1550,55,4197
1551,27,2614.74
1552,186,6110.65
1553,3,2249.61
1554,66,9500.46
1555,26,7703.22
1556,177,7839.25
1557,152,3386.02
1558,100,2042.58
1559,54,718.08
1560,151,9791.78
1561,94,2795.05
1562,56,1055.25
1563,119,4039.69
1564,69,8958.33
1565,186,9720.6
1566,120,290.58
1567,177,8932.14
1568,41,7349.65
1569,81,6528.49
1570,82,1964.52
1571,97,4830.31
1572,34,1492.72
1573,59,6414.94
1574,77,2865.63
1575,128,7190.59
1576,11,1234.07
1577,97,1539.53
1578,37,7386.35
1579,165,7968.6
1580,54,254.14
1581,166,2934.06
1582,111,6555.29
1583,29,1551.28
1584,38,1927.78
1585,78,7054.21
1586,24,6487.25
1587,84,2605.57
1588,166,4832.2
1589,175,3432.85
1590,186,5906.28
1591,89,2916.75
1592,178,3846.02
1593,121,1235.58
1594,77,6775.35
1595,154,635.6
1596,175,9557.29
1597,54,2762.63
1598,118,4971.15
1599,95,4659.43
1600,182,3070.24
1601,150,6123.55
1602,59,3365.97
1603,116,984.63
1604,34,8185.43
1605,163,9392.17
1606,153,3173.93
1607,151,657.15
1608,15,2562.14
1609,64,985.45
1610,75,7283
1611,41,4713.34
1612,118,8661.15
1613,188,4235.57
1614,19,9014.92
1615,68,9447.51
1616,135,6450.18
1617,17,5338.83
1618,136,521.98
1619,31,6550.58
1620,81,9185.45
1621,181,9435.02
1622,155,5339
1623,130,2071.39
1624,53,7721.1
1625,189,5237.09
1626,67,9070.97
1627,35,1007.97
1628,17,7453.74
1629,52,2817.96
1630,161,2221.85
1631,35,1003.71
1632,44,9409.21
1633,67,7981.43
1634,123,5386.83
1635,27,9123.35
1636,131,8776.44
1637,92,7624.57
1638,174,8291.38
1639,11,4966.93
1640,29,9384.42
1641,142,8576.52
1642,103,9254.82
1643,188,5648.08
1644,102,9489.55
1645,106,9255.1
1646,109,736.42
1647,10,5597.28
1648,86,708.39
1649,179,4732.83
1650,5,3277.17
1651,185,5354.43
1652,181,585.22
1653,28,2814.58
1654,183,5088.09
1655,42,7335.54
1656,173,4763.25
1657,99,7899.54
1658,7,7055.66
1659,94,4064.04
1660,42,5004.49
1661,62,2235.64
1662,35,5187.05
1663,162,5023.19
1664,170,9239.06
1665,158,744.16
1666,48,9371.01
1667,170,1763.08
1668,65,6781.15
1669,33,5800.5
1670,39,9248.67
1671,2,9225.86
1672,74,5065.37
1673,93,3295.06
1674,93,4303.02
1675,163,1684.56
1676,167,4109.34
1677,26,8251.75
1678,32,3020.96
1679,60,835.1
1680,160,8774.88
1681,143,5830.06
1682,142,4692.06
1683,60,6198.56
1684,189,3687.9
1685,138,7134.1
1686,108,175.69
1687,26,9761.78
1688,161,1517.66
1689,49,5803.18
1690,97,8866.53
1691,54,3698.41
1692,96,2370.21
1693,35,7219.33
1694,166,2624.3
1695,109,3363.03
1696,41,2842.93
1697,31,6480.08
1698,163,9865.24
1699,71,1145.22
1700,146,5681.78
1701,151,7184.69
1702,198,1202.81
1703,74,8478.45
1704,36,5424.02
1705,129,1346.83
1706,101,882.29
1707,40,9855.47
1708,47,7747.3
1709,176,1577.72
1710,81,4450.78
1711,28,7095.16
1712,16,2570.59
1713,86,2875.73
1714,200,1317.43
1715,120,8894.99
1716,168,8733.86
1717,12,3936.87
1718,80,6133.02
1719,78,7197.61
1720,108,5620.88
1721,107,4191.14
1722,44,1666.39
1723,26,7731.96
1724,59,2046.09
1725,2,9444.15
1726,136,2721.31
1727,126,8866.98
1728,44,2854.7
1729,192,4158.53
1730,39,8366.65
1731,144,5054.3
1732,5,825.76
1733,104,2607.75
1734,18,7459.82
1735,63,2520.67
1736,93,5141.19
1737,6,8918.35
1738,22,4860.56
1739,27,8618.23
1740,125,5851.37
1741,124,8218.33
1742,78,5064.82
1743,34,3621.27
1744,159,7630.52
1745,93,8607.55
1746,77,4484.99
1747,197,7359.79
1748,78,3603.96
1749,105,6963.29
1750,6,1580.13
1751,186,409.7
1752,124,7352.31
1753,69,6894.73
1754,77,3772.05
1755,104,8797.55
1756,73,8494.49
1757,49,5443.04
1758,140,5347.58
1759,10,9047.05
1760,22,6889.83
1761,2,2773.16
1762,187,8349.91
1763,186,5818.37
1764,12,6613.13
1765,6,7020.82
1766,124,8494.97
1767,10,6099.57
1768,185,3716.57
1769,115,2503.4
1770,92,3425.99
1771,12,5843.21
1772,9,6129.17
1773,171,1959.52
1774,70,5347.47
1775,3,6641.72
1776,99,579.51
1777,88,3923.12
1778,104,1290.48
1779,74,6916.09
1780,24,6533.9
1781,200,3914.21
1782,125,2816.62
1783,78,3101.76
1784,57,2839.89
1785,119,6692.51
1786,2,1079.88
1787,111,2377.5
1788,93,7525.55
1789,8,9050.85
1790,148,2964.41
1791,79,1978.83
1792,7,3790.02
1793,124,4128.26
1794,120,5755.64
1795,115,3125.19
1796,55,419.03
1797,60,9018.49
1798,108,3388.17
1799,50,5659.14
1800,165,4261.65
1801,156,7119.99
1802,94,5795.92
1803,159,5656.19
1804,142,9438.57
1805,134,6884.41
1806,101,8489.87
1807,134,2353.79
1808,28,893.27
1809,106,3898.5
1810,185,2331.51
1811,68,6763.52
1812,13,9502.42
1813,62,1816.97
1814,147,5262.97
1815,77,1808.98
1816,80,2951.62
1817,156,5377.35
1818,188,9273.86
1819,107,5134.21
1820,54,2724.82
1821,175,6422.35
1822,134,3874.58
1823,120,1916.76
1824,112,5322.68
1825,67,7941.13
1826,55,6323.71
1827,35,3222.86
1828,99,4429.83
1829,12,7878.43
1830,71,9704.11
1831,188,8795.84
1832,121,8603.24
1833,2,3750.5
1834,57,2422.19
1835,198,1912.21
1836,80,820.68
1837,14,3331.54
1838,197,3533.96
1839,123,2220.93
1840,170,1682.45
1841,142,3539.14
1842,31,6147.44
1843,8,5076.7
1844,67,6784.25
1845,52,3352.09
1846,52,3595.96
1847,53,6345.37
1848,90,3386.21
1849,169,9903.39
1850,64,9133.81
1851,175,9653.1
1852,45,9761.56
1853,90,4817.77
1854,149,1255.73
1855,143,3695.67
1856,105,2415.16
1857,97,7927.92
1858,97,8230.35
1859,128,8519.21
1860,158,446.71
1861,135,3105.32
1862,37,6089.8
1863,53,630.97
1864,178,4563.03
1865,45,2163.72
1866,15,1783.39
1867,179,2657.88
1868,72,3553.34
1869,35,1151.1
1870,30,5202
1871,128,6860.4
1872,147,1115.41
1873,154,9724.15
1874,151,654.08
1875,123,1773.99
1876,8,1149.35
1877,68,3135.2
1878,76,5514.85
1879,131,4686.08
1880,76,5321.28
1881,138,8303.93
1882,41,9157.19
1883,163,5122.56
1884,19,9491.83
1885,179,3723.82
1886,137,4343.61
1887,86,8243.08
1888,130,2333.57
1889,90,5716.23
1890,157,6452.72
1891,165,1128.79
1892,37,5230.55
1893,114,4111.41
1894,83,6972.79
1895,148,3022.26
1896,162,9009.03
1897,24,3309.09
1898,150,3934.67
1899,73,7988.9
1900,19,4218.4
1901,3,6029.31
1902,96,677.66
1903,190,5380
1904,175,5958.84
1905,21,8393.65
1906,103,2516.87
1907,56,8807.11
1908,159,6438.22
1909,151,4554.14
1910,72,9941.98
1911,36,6877.42
1912,11,1808.94
1913,162,1198.3
1914,105,2876.23
1915,42,7912.57
1916,15,8351.46
1917,173,6511.17
1918,195,847.68
1919,114,6936.34
1920,103,1710.42
1921,156,9000.11
1922,184,9000.48
1923,121,2434.85
1924,71,8357.14
1925,34,1938.74
1926,49,545.01
1927,120,6872.48
1928,170,6508.32
1929,73,6062.99
1930,16,7273.9
1931,163,3112.54
1932,51,2246.04
1933,110,4016.49
1934,148,9418.79
1935,5,5224.26
1936,87,7907.15
1937,18,7911.07
1938,20,9381.38
1939,156,5930.6
1940,165,506.75
1941,171,3575.88
1942,126,5511.62
1943,33,7772.11
1944,98,4168.87
1945,37,1789.39
1946,158,9133.63
1947,22,6164.96
1948,192,233.04
1949,170,2104.13
1950,69,2799.08
1951,44,9383.88
1952,26,3516.01
1953,85,6881.75
1954,4,4651.6
1955,54,7302.28
1956,108,559.91
1957,156,9535.64
1958,13,8067.1
1959,49,649.41
1960,192,1706.56
1961,23,5260.85
1962,102,9688.47
1963,82,449.09
1964,34,5458.14
1965,191,3058.96
1966,125,9868.31
1967,184,517.19
1968,163,9251.37
1969,46,7634.08
1970,174,8738.83
1971,54,1678.07
1972,196,5644.24
1973,51,9623.33
1974,56,7779.9
1975,4,7333.43
1976,173,5814.74
1977,14,2951.77
1978,186,1538.96
1979,155,8588.33
1980,31,9558.16
1981,42,416.05
1982,174,7849.58
1983,117,8203.25
1984,191,2662.07
1985,149,1793.98
1986,38,9408.49
1987,149,9252.57
1988,162,3748.6
1989,33,1688.13
1990,85,5975.5
1991,16,1437.37
1992,183,457.28
1993,195,3895.49
1994,196,2643.32
1995,80,3766.72
1996,92,4236.49
1997,30,9615.29
1998,65,9966.02
1999,150,178.27
2000,7,5925.17
2001,141,1837.01
2002,162,233.48
2003,14,5439.69
2004,122,8642.55
2005,175,9998.97
2006,33,7137.91
2007,82,8691.98
2008,38,723.96
2009,110,5827.7
2010,172,7539.97
2011,147,1474.3
2012,195,5359.72
2013,105,3682.38
2014,172,911.71
2015,111,7746.87
2016,7,768.41
2017,192,9504.43
2018,69,2574.95
2019,18,8943.46
2020,182,2821.52
2021,71,2077
2022,30,9987.24
2023,95,5343.89
2024,90,5271.78
2025,104,3798.93
2026,92,900.93
2027,137,4252.43
2028,151,4130.6
2029,17,340.46
2030,66,205.65
2031,26,5782.12
2032,123,860.87
2033,95,6730.59
2034,7,8352.14
2035,136,2065.78
2036,193,5148.92
2037,121,5601.78
2038,64,4384.03
2039,99,9924.35
2040,146,3437.58
2041,60,8635.87
2042,140,8629.58
2043,89,6496.96
2044,32,3011.29
2045,16,3176.65
2046,87,7643.23
2047,39,8853.53
2048,157,2267.64
2049,1,8795.62
2050,183,9499.07
2051,70,3379.59
2052,110,893.14
2053,86,3680.02
2054,71,467.49
2055,147,6303.8
2056,44,6471.44
2057,159,5541.08
2058,133,7178.97
2059,172,8398.21
2060,79,3982.9
2061,109,576.98
2062,178,1665
2063,96,9156.96
2064,183,8696.62
2065,75,4841.42
2066,124,9940.95
2067,81,5771.67
2068,164,9984.01
2069,86,5157.05
2070,100,6163.32
2071,86,9944.23
2072,147,942
2073,127,9124.17
2074,185,1060.5
2075,144,6945.86
2076,151,1355.91
2077,9,6592.19
2078,115,7975.5
2079,156,5095.88
2080,126,2368.01
2081,197,7446.15
2082,49,7163.87
2083,32,7960.56
2084,28,880.13
2085,78,6289.31
2086,42,592.09
2087,79,8546.26
2088,167,9008.48
2089,119,9414.01
2090,16,8492.53
2091,113,9875.8
2092,58,3886.31
2093,53,4332.28
2094,41,9241.62
2095,34,3360.22
2096,34,1298.72
2097,120,6783.6
2098,154,1221
2099,134,1259.09
2100,192,2590.37
2101,89,5243.94
2102,56,6932.86
2103,11,9111.41
2104,53,1574.55
2105,47,3287.98
2106,113,8547.77
2107,39,9037.49
2108,188,1515.99
2109,116,7835.56
2110,68,5123.14
2111,200,4245.18
2112,186,7663.79
2113,43,4253.24
2114,134,9104.93
2115,37,2474.78
2116,193,8374.01
2117,66,1480.88
2118,58,125.31
2119,41,7732.76
2120,43,9432.25
2121,187,5427.77
2122,171,8261.17
2123,98,1181.55
2124,179,9986.33
2125,95,2447.2
2126,55,8209.65
2127,65,4434.75
2128,158,8949.33
2129,153,2990.83
2130,48,1759.19
2131,66,8017.29
2132,24,5878.88
2133,128,9658.87
2134,113,2313.33
2135,60,1163.12
2136,200,3813.62
2137,156,8343.21
2138,190,4024.14
2139,104,3020.9
2140,78,6750.62
2141,2,7863.22
2142,86,3013.42
2143,115,3901.57
2144,5,3416.06
2145,141,281.44
2146,66,640.53
2147,2,1596.9
2148,147,6879.89
2149,74,4933.06
2150,99,878.68
2151,167,9907.12
2152,185,4385.45
2153,89,501.44
2154,126,9345.18
2155,54,5870.86
2156,194,430.95
2157,150,327.39
2158,45,4837.02
2159,82,4217.74
2160,181,2434.19
2161,58,6408.12
2162,197,4879.91
2163,88,5812.82
2164,3,6761.44
2165,84,780.61
2166,173,1702.59
2167,30,2358.78
2168,88,7480.63
2169,48,3145.22
2170,9,9088.4
2171,12,662.89
2172,184,7333.52
2173,66,3118.45
2174,180,5190.53
2175,94,9461.22
2176,131,6261.04
2177,32,4607.42
2178,22,365.48
2179,147,8465.17
2180,71,5412.31
2181,85,3341.67
2182,129,2046.47
2183,94,151.4
2184,141,913.91
2185,71,7511.27
2186,28,4162.57
2187,154,1434.62
2188,126,3418.05
2189,91,7918.86
2190,169,3738.43
2191,69,6826.95
2192,103,5657.05
2193,137,145.11
2194,56,1881.95
2195,56,4460.56
2196,76,1841.67
2197,75,7743.36
2198,4,2508.18
2199,103,8997.36
2200,25,2609.98
2201,22,5553.69
2202,60,3883.6
2203,12,4991.63
2204,197,8801.78
2205,123,5290.91
2206,165,1941.81
2207,99,1249.73
2208,49,5438.98
2209,21,4019.07
2210,41,9075.52
2211,192,2948.87
2212,185,6287.06
2213,30,4887.33
2214,74,7506.06
2215,96,2229.8
2216,183,9701.18
2217,108,2127.09
2218,7,6223.08
2219,116,314.6
2220,150,8154.38
2221,57,5692.61
2222,77,2339.47
2223,68,6092.63
2224,73,2401.77
2225,60,5047.11
2226,148,1031.29
2227,122,8355
2228,170,345.58
2229,190,8075.91
2230,109,4983.07
2231,151,5017.38
2232,85,2116.56
2233,30,1590.08
2234,81,6679.62
2235,85,5728.95
2236,178,4981.32
2237,164,8636.65
2238,33,4480.2
2239,161,1801.87
2240,22,4578.14
2241,71,2130.67
2242,168,9415.59
2243,6,4588.47
2244,164,3428.13
2245,117,6519.73
2246,121,7657.82
2247,101,6785.03
2248,67,2380.51
2249,92,7569.23
2250,198,1834.74
2251,28,1702.91
2252,146,7569.95
2253,182,6078.55
2254,200,3115.12
2255,74,2722.6
2256,137,2127.09
2257,143,1797.78
2258,122,2484.91
2259,19,1427.8
2260,54,3868.81
2261,199,1835.72
2262,105,5269.26
2263,91,5654.06
2264,97,5080.39
2265,167,3311.03
2266,57,2222.36
2267,164,1413.54
2268,10,4501.82
2269,54,4691.43
2270,113,8856.13
2271,116,6892.14
2272,192,3796.72
2273,134,131.05
2274,183,9449.17
2275,127,8664.05
2276,11,7099.71
2277,112,6807.74
2278,55,4239.63
2279,142,6100.07
2280,25,4987.23
2281,153,7747.98
2282,45,4927.08
2283,190,5833.94
2284,96,5058.07
2285,157,988.52
2286,48,8625
2287,14,5486.78
2288,126,7804.82
2289,40,5509.22
2290,46,765.97
2291,62,2323.97
2292,156,1905.3
2293,169,4825.1
2294,133,720.58
2295,39,7635.74
2296,121,3454.71
2297,132,4211.29
2298,51,8590.47
2299,157,3145.08
2300,119,8645.52
2301,70,6654.26
2302,21,9999.9
2303,124,5354.01
2304,6,7001.65
2305,6,1717.34
2306,94,5145.74
2307,38,1184.39
2308,43,4049.79
2309,162,4981.44
2310,110,7036.89
2311,156,9308.56
2312,180,5296.77
2313,117,4172.07
2314,149,6494.02
2315,91,5884.7
2316,16,4017.45
2317,7,8060.77
2318,186,7984.9
2319,179,4015.55
2320,36,7756.9
2321,146,9807.76
2322,51,5162.64
2323,72,4284.96
2324,118,5568.45
2325,124,6437.04
2326,58,390.7
2327,170,9733.83
2328,198,5750.85
2329,150,9307.84
2330,190,7893.4
2331,41,5059.07
2332,96,2644.1
2333,11,5907.46
2334,105,6831.92
2335,162,3424.25
2336,161,8685.3
2337,23,341.55
2338,32,149.03
2339,25,9121.98
2340,112,7710.99
2341,134,2484.32
2342,98,3131
2343,96,6239.6
2344,95,9989.31
2345,186,6359.06
2346,189,8798.73
2347,184,223.81
2348,195,2955.33
2349,79,9182.47
2350,97,3052.44
2351,145,6758.6
2352,7,2863.3
2353,146,9600.86
2354,33,6575.81
2355,56,1860.43
2356,114,9949.15
2357,197,6065.39
2358,79,1026.17
2359,147,428.42
2360,195,4769.96
2361,5,7004.35
2362,154,1242.64
2363,21,7871.23
2364,170,5090.5
2365,128,1350.87
2366,132,7099.79
2367,96,3197.89
2368,87,978.34
2369,178,1427.53
2370,63,3614.31
2371,106,9653.64
2372,146,5096.44
2373,85,8627.82
2374,173,8878.31
2375,171,234.6
2376,75,6080.94
2377,83,8474.89
2378,103,9889.41
2379,132,5017.36
2380,91,2445.62
2381,112,3307.71
2382,28,838.29
2383,44,2955.43
2384,34,8472.94
2385,127,2576.57
2386,57,1694.05
2387,58,8528.22
2388,129,185.29
2389,187,6957.19
2390,142,7650.92
2391,92,2790.73
2392,12,9462.35
2393,198,8213.51
2394,165,5897.05
2395,140,6396.24
2396,59,864.02
2397,195,227.27
2398,1,365.37
2399,163,5135.75
2400,195,4237.73
2401,70,3773.24
2402,26,9401.15
2403,55,7512.52
2404,72,5481.56
2405,186,6939.3
2406,130,6110.87
2407,169,2207.38
2408,1,1876.55
2409,4,583.15
2410,122,3890.65
2411,31,486.74
2412,3,6846.55
2413,37,1131.27
2414,3,212.52
2415,167,1259.13
2416,36,8395.53
2417,164,8188.85
2418,33,2349.99
2419,57,9589.07
2420,199,1926.89
2421,137,1765.84
2422,27,4297.01
2423,82,9665.29
2424,80,7759.69
2425,165,7393.94
2426,125,2618.19
2427,151,6410.92
2428,36,4850.87
2429,137,128.76
2430,94,7291.48
2431,187,4967.15
2432,47,2727.97
2433,118,8030.74
2434,92,1111.84
2435,142,3226.55
2436,188,6989.76
2437,78,6453.48
2438,156,6811.42
2439,151,7417.83
2440,109,7986.59
2441,78,7469.57
2442,150,5451.53
2443,128,1479.93
2444,9,591.44
2445,154,6303.11
2446,176,1886.46
2447,42,4521.17
2448,163,5610.09
2449,176,1140.54
2450,21,8215.92
2451,137,5886.09
2452,136,4748.78
2453,54,7992.66
2454,143,3367.68
2455,64,1863.29
2456,127,8466.59
2457,90,1174.02
2458,49,6337.7
2459,18,6472.26
2460,132,1617.18
2461,185,5602.66
2462,37,4787.94
2463,65,4016.33
2464,47,8619.57
2465,135,3429.85
2466,141,895.9
2467,127,1942.85
2468,44,3705.79
2469,127,3246.1
2470,197,482.77
2471,79,4231.18
2472,76,9768.1
2473,99,5211.97
2474,93,5291.4
2475,197,9677.68
2476,66,1745.78
2477,152,7437.44
2478,142,4140.18
2479,78,5900.7
2480,66,6977.27
2481,173,9152.88
2482,184,4404.97
2483,193,6327.79
2484,155,4561.55
2485,42,2723.92
2486,125,5177.28
2487,60,1429.98
2488,150,368.03
2489,70,9754.94
2490,24,3541.3
2491,133,5739.9
2492,51,2933.67
2493,100,5115.47
2494,62,2675.89
2495,71,4871.58
2496,47,6479.17
2497,192,3194.13
2498,158,6364.15
2499,5,2010.07
2500,80,5385.76
2501,79,6770.67
2502,132,3615.76
2503,199,6644.92
2504,58,3493.69
2505,54,4145.12
2506,169,9339.02
2507,163,9698.79
2508,135,7922.03
2509,19,9357.25
2510,87,650.76
2511,190,1980.02
2512,103,9032.3
2513,110,3928.99
2514,182,1319.04
2515,190,4579.19
2516,172,6706.02
2517,27,7955.8
2518,119,5686.32
2519,11,5006.02
2520,146,5195.8
2521,50,9326.74
2522,167,2214.96
2523,35,6203.89
2524,129,9369.77
2525,136,3845.7
2526,97,7438.1
2527,187,7246.22
2528,6,1975.64
2529,48,2556.82
2530,193,1860.95
2531,125,6651.17
2532,152,1189.75
2533,133,8884.03
2534,107,1299.58
2535,103,6523.21
2536,96,5227.4
2537,75,1173.43
2538,182,8079.98
2539,34,5772.69
2540,61,167.72
2541,41,8258.51
2542,97,1624.66
2543,106,5257.88
2544,1,8900.06
2545,193,1102.33
2546,135,663.63
2547,8,7951.57
2548,20,7013.64
2549,24,4456.96
2550,147,5366.35
2551,12,8174.77
2552,153,2829.3
2553,4,2270.79
2554,174,4067.16
2555,74,1435.81
2556,142,4954.46
2557,172,6070.31
2558,188,1186.62
2559,18,5688.39
2560,73,223.36
2561,29,2204.02
2562,154,8472.8
2563,19,4024.61
2564,33,1201.02
2565,64,6824.11
2566,34,2364.05
2567,112,7541.58
2568,64,487.26
2569,13,2317.88
2570,74,454.46
2571,135,5528.92
2572,103,7804.59
2573,177,3843.46
2574,168,6655.95
2575,78,6395.78
2576,187,3257.66
2577,51,6836.58
2578,90,6164.29
2579,98,6825.4
2580,112,6517.31
2581,69,7943.58
2582,23,5872.03
2583,6,169.09
2584,125,2040.2
2585,109,8103
2586,177,4993
2587,103,4212.98
2588,33,1488.49
2589,119,3555.93
2590,126,6590.73
2591,8,1585.06
2592,190,228.74
2593,11,6356.97
2594,171,8643.59
2595,167,3078.42
2596,48,3513.91
2597,183,7733.02
2598,83,8821.36
2599,61,2337.83
2600,169,6253.1
2601,42,3254.63
2602,39,814.72
2603,196,9597.33
2604,169,8786.87
2605,19,929.18
2606,144,4341.93
2607,134,7024.12
2608,74,9853.97
2609,54,1922.9
2610,73,5789.95
2611,3,3113.46
2612,49,2509.28
2613,185,2026.44
2614,23,1345.52
2615,18,6082.29
2616,125,1917.42
2617,35,2908.75
2618,179,2901.85
2619,115,1343.97
2620,20,9301.61
2621,109,3569.4
2622,28,4403.81
2623,167,811.66
2624,73,3448.9
2625,67,3269.53
2626,109,8956.04
2627,139,4405.22
2628,105,134.57
2629,64,8031.42
2630,78,4991.15
2631,187,3541.23
2632,195,1652.35
2633,56,7313.17
2634,112,8473.87
2635,178,5586.7
2636,115,6593.76
2637,102,6814.4
2638,32,172.84
2639,200,4349.37
2640,169,2937.48
2641,137,1881
2642,95,3101.48
2643,131,8901.09
2644,57,9031.82
2645,27,2057.71
2646,26,1180.31
2647,189,1268
2648,186,2206.27
2649,133,1894.61
2650,184,4079.64
2651,72,6997.74
2652,93,7245.34
2653,125,821.41
2654,91,6060.76
2655,164,2138.84
2656,90,6837.63
2657,194,2122.33
2658,69,5159.22
2659,101,2029.56
2660,174,5091.88
2661,199,4004.18
2662,101,1145.07
2663,84,6675.95
2664,127,8012.15
2665,20,1558.45
2666,11,7927.76
2667,130,1451.86
2668,66,8741.43
2669,89,2835.38
2670,40,6505.07
2671,69,3408.14
2672,124,4104.82
2673,185,6910.92
2674,63,1421.19
2675,102,7902.26
2676,14,6163.44
2677,97,2767
2678,132,6431.7
2679,111,5838.97
2680,3,3689.53
2681,57,6246.01
2682,31,8517.1
2683,93,4116.39
2684,40,9826.74
2685,128,587.14
2686,93,6407.21
2687,46,8902.7
2688,159,9434.09
2689,104,333.49
2690,67,4217.8
2691,11,8733.6
2692,132,9959.71
2693,50,3988.3
2694,154,7695.69
2695,103,7338.36
2696,88,1953.72
2697,21,851.57
2698,27,552.42
2699,172,9160.24
2700,24,8865.96
2701,66,4273.48
2702,7,7455.87
2703,143,6254.27
2704,65,5389.8
2705,170,2982.32
2706,150,1802.67
2707,5,3244.4
2708,120,2613.07
2709,48,7120.87
2710,136,1111.01
2711,38,7696.88
2712,95,4109.37
2713,175,5815.61
2714,178,2976.51
2715,87,8859.58
2716,17,4319.95
2717,138,9196.36
2718,109,5355.27
2719,183,8109.92
2720,15,4006.83
2721,87,843.34
2722,115,5109.57
2723,117,7560.52
2724,16,3961.65
2725,188,760.2
2726,168,6551.25
2727,133,6629.71
2728,82,2694.32
2729,93,5371.4
2730,60,7105.57
2731,199,7533.78
2732,116,7748.41
2733,194,4429.2
2734,195,1222.41
2735,139,8923.05
2736,150,1809.39
2737,107,7952.59
2738,188,5748.31
2739,1,8879.82
2740,171,7371.12
2741,49,7280.45
2742,177,5255.48
2743,14,609
2744,111,8403.11
2745,142,8210.4
2746,70,7243.39
2747,185,6707.5
2748,75,1490.68
2749,129,9212.14
2750,78,784.35
2751,35,2044.25
2752,151,6961.53
2753,75,3466.56
2754,40,2667.31
2755,26,8417.77
2756,23,5901.86
2757,9,3146.68
2758,32,169.34
2759,198,7866.72
2760,148,7533.43
2761,164,6606.13
2762,114,3221.73
2763,122,2078.65
2764,78,6195.16
2765,112,7771.18
2766,12,1771.64
2767,89,226.83
2768,181,7533.91
2769,11,4766.54
2770,87,6197.6
2771,150,669.9
2772,198,3446.36
2773,125,878.46
2774,173,8310.38
2775,46,5946.33
2776,121,609.65
2777,64,4656.87
2778,66,7357.7
2779,119,3789.93
2780,171,9896.39
2781,67,5828.21
2782,35,2447.45
2783,43,5774.29
2784,158,3116.98
2785,178,6602.48
2786,176,6772.46
2787,89,5510.8
2788,77,8272.45
2789,175,3025.44
2790,113,1010.99
2791,87,5697.28
2792,81,3712.42
2793,103,4513.5
2794,152,5367.21
2795,107,3630.84
2796,188,3284.85
2797,177,416.66
2798,142,2525.39
2799,38,6025.06
2800,119,6977.5
2801,187,9539.38
2802,30,8630.33
2803,68,4927.69
2804,31,2075.2
2805,183,2578.32
2806,173,4505.27
2807,67,9800.46
2808,107,8646.06
2809,69,7412.61
2810,139,4871.16
2811,43,2059.43
2812,86,2765.6
2813,79,4512.02
2814,119,2847.16
2815,172,7320.45
2816,79,9623.11
2817,49,8971.09
2818,24,6127.38
2819,151,5544.27
2820,11,1745.26
2821,54,2488.78
2822,69,8807.11
2823,18,4453.39
2824,74,4173.2
2825,77,9609.04
2826,70,6103.67
2827,43,5421.02
2828,44,4429.62
2829,52,8444.05
2830,6,4709.35
2831,195,485.45
2832,97,6517.63
2833,113,3758.35
2834,163,7963.09
2835,187,4203.16
2836,36,4918.48
2837,168,9334.89
2838,112,1605.84
2839,25,6642.16
2840,19,8909.79
2841,151,9507.56
2842,25,8688.81
2843,56,6395.1
2844,37,4607.78
2845,30,3946.76
2846,196,1637.79
2847,48,3589.47
2848,160,8927.83
2849,134,8455.01
2850,158,6591.12
2851,159,2801.21
2852,22,7183.58
2853,170,1682.27
2854,68,7981.95
2855,153,237.61
2856,91,8074.43
2857,187,3353.14
2858,94,1041.08
2859,190,3286.28
2860,179,4014.05
2861,40,6814.41
2862,62,6840.2
2863,103,5601.75
2864,52,4052.51
2865,99,6479
2866,27,8237.68
2867,6,8381.39
2868,194,6451.01
2869,129,3175.26
2870,53,5711.6
2871,152,8978.95
2872,71,6966.92
2873,97,5041
2874,104,6511.87
2875,73,2060.8
2876,34,5569.25
2877,194,7119.88
2878,130,2209.52
2879,103,9824.34
2880,57,5595.74
2881,121,9149.84
2882,168,4497.02
2883,106,5056.98
2884,164,9787.92
2885,187,6095.93
2886,8,1554.52
2887,178,9201.09
2888,118,1997.5
2889,109,9426.98
2890,89,8031.84
2891,95,8338.72
2892,35,5664.14
2893,172,8941.8
2894,178,2818.12
2895,185,9200.82
2896,176,7127.17
2897,108,7573.31
2898,161,9475.29
2899,103,1315.25
2900,189,2754.92
2901,130,6168.88
2902,197,1626.5
2903,167,115.78
2904,62,2784.63
2905,96,6897.88
2906,62,8036.45
2907,116,7657.18
2908,29,3003.12
2909,164,1082.57
2910,199,5239.3
2911,119,5140.27
2912,199,9757.85
2913,11,4835.53
2914,19,3612.75
2915,165,9370.53
2916,66,9821.38
2917,3,4897.26
2918,135,4538.26
2919,26,5090.83
2920,143,8407.93
2921,90,9151.98
2922,139,9562.97
2923,197,5354.06
2924,1,8417.57
2925,93,859.11
2926,117,4528.91
2927,31,5263.9
